FILE_NAME=Trajectory_StowToL4.csv,T=0.4,dt=0.001,h0=0.0,hf=0.7,theta0_deg=-93.0,thetaf_deg=-235.0,dh0=0.0,dhf=0.0,dtheta0=0.0,dthetaf=0.0,h_min_for_arm=0.2,penalty_strength=1000000.0
time,height,angle_deg,dh,dtheta_rad_s
1.950000000000000067e-01,5.100429194633075980e-01,-1.454502510753878539e+02,1.944132965345848563e+00,-1.029619169301059323e+01
1.960000000000000075e-01,5.119870524286534996e-01,-1.460401794044550172e+02,1.933184220406186649e+00,-1.031733874328626221e+01
1.970000000000000084e-01,5.139202366490597251e-01,-1.466313193702521573e+02,1.922249908944773100e+00,-1.033778616510733350e+01
1.980000000000000093e-01,5.158424865580044649e-01,-1.472236308870215282e+02,1.911330029868176350e+00,-1.035753396051855013e+01
1.990000000000000102e-01,5.177538165878726728e-01,-1.478170738691226518e+02,1.900424582084408787e+00,-1.037658213149469333e+01
2.000000000000000111e-01,5.196542411699570652e-01,-1.484116082310281683e+02,1.889533564502925422e+00,-1.039493067994057718e+01
2.010000000000000120e-01,5.215437747344600083e-01,-1.490071938873197723e+02,1.878656976034624781e+00,-1.041257960769105750e+01
2.020000000000000129e-01,5.234224317104947399e-01,-1.496037907526844890e+02,1.867794815591847568e+00,-1.042952891651102654e+01
2.030000000000000138e-01,5.252902265260865899e-01,-1.502013587419102123e+02,1.856947082088377998e+00,-1.044577860809541647e+01
2.040000000000000147e-01,5.271471736081749793e-01,-1.507998577698821236e+02,1.846113774439442912e+00,-1.046132868406919769e+01
2.050000000000000155e-01,5.289932873826144188e-01,-1.513992477515784287e+02,1.835294891561711106e+00,-1.047617914598737521e+01
2.060000000000000164e-01,5.308285822741760640e-01,-1.519994886020664921e+02,1.824490432373294668e+00,-1.049032999533499755e+01
2.070000000000000173e-01,5.326530727065494908e-01,-1.526005402364986594e+02,1.813700395793747644e+00,-1.050378123352714610e+01
2.080000000000000182e-01,5.344667731023431401e-01,-1.532023625701084768e+02,1.802924780744066036e+00,-1.051653286190894931e+01
2.089999999999999913e-01,5.362696978830872041e-01,-1.538049155182064851e+02,1.792163586146688914e+00,-1.052858488175556673e+01
